ticker,etf,holdings_date,name_x,sector,asset_class,market_value,weight,notional_value,shares,cusip,isin,sedol,price,location,exchange,currency,fx_rate,maturity,name_y,employer_url
FNP,IWV,2006-09-29,FIFTH & PACIFIC CO INC,-,Equity,654246.09,0.00028196,654246.0,16559.0,539320101,US5393201018,2519861,39.51,United States,New York Stock Exchange Inc.,USD,1.0,-,,
KG,IWV,2006-09-29,KING PHARMACEUTICALS,-,Equity,648008.53,0.00027928,648009.0,38051.0,495582108,US4955821081,2259468,17.03,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GHC,IWV,2006-09-29,GRAHAM HOLDINGS COMPANY CO CLASS B,-,Equity,647823.0,0.0002792,647823.0,879.0,939640108,US9396401088,2942003,737.0,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AGE,IWV,2006-09-29,A.G. EDWARDS INC.,-,Equity,645966.72,0.0002784,645967.0,12124.0,281760108,US2817601089,2305714,53.28,United States,New York Stock Exchange Inc.,USD,1.0,-,,
JNC,IWV,2006-09-29,NUVEEN INVESTMENTS,-,Equity,643141.42,0.0002771799999999,643141.0,12554.0,67090F106,US67090F1066,2650931,51.23,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PTV,IWV,2006-09-29,PACTIV CORP,-,Equity,636153.28,0.00027417,636153.0,22384.0,695257105,US6952571056,2511328,28.42,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AHEB GR,IWV,2006-09-29,ALBERTO-CULVER CO.,-,Equity,624482.97,0.00026914,624483.0,12344.0,013068101,US0130681010,2012586,50.59,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PPMIQ,IWV,2006-09-29,PMI GROUP INC,-,Equity,620305.79,0.00026734,620306.0,14159.0,69344M101,US69344M1018,2704032,43.81,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
MFE,IWV,2006-09-29,MCAFEE,-,Equity,618348.8,0.00026649,618349.0,25280.0,579064106,US5790641063,2553201,24.46,United States,New York Stock Exchange Inc.,USD,1.0,-,,
RMK,IWV,2006-09-29,ARAMARK CORPORATION,-,Equity,616355.02,0.00026563,616355.0,18757.0,038521100,US0385211000,2819152,32.86,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TRI.Z,IWV,2006-09-29,TRIAD HOSPITALS INC.,-,Equity,611180.43,0.0002634,611180.0,13881.0,89579K109,US89579K1097,2413220,44.03,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PETM,IWV,2006-09-29,PETSMART INC,-,Equity,610500.0,0.00026311,610500.0,22000.0,716768106,US7167681060,2686107,27.75,United States,NASDAQ,USD,1.0,-,,
HCR,IWV,2006-09-29,MANOR CARE INC.,-,Equity,608434.64,0.0002622199999999,608435.0,11638.0,564055101,US5640551017,2417868,52.28,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CBCGQ,IWV,2006-09-29,COLONIAL BANCGROUP,-,Equity,600152.0,0.0002586499999999,600152.0,24496.0,195493309,US1954933099,2205041,24.5,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
CEPH,IWV,2006-09-29,CEPHALON INC,-,Equity,594035.0,0.00025602,594035.0,9620.0,156708109,US1567081096,2185143,61.75,United States,NASDAQ,USD,1.0,-,,
SBL,IWV,2006-09-29,SYMBOL TECHNOLOGIES INC.,-,Equity,592408.76,0.00025531,592409.0,39866.0,871508107,US8715081076,2867913,14.86,United States,New York Stock Exchange Inc.,USD,1.0,-,,
APCC.,IWV,2006-09-29,AMERICAN POWER CONVERSION CORPORAT,-,Equity,589801.68,0.00025419,589802.0,26858.0,029066107,US0290661075,2028572,21.96,United States,NASDAQ,USD,1.0,-,,
HCC,IWV,2006-09-29,HCC INSURANCE HOLDINGS INC.,-,Equity,579773.04,0.0002498699999999,579773.0,17633.0,404132102,US4041321021,2400426,32.88,United States,New York Stock Exchange Inc.,USD,1.0,-,,
JNY,IWV,2006-09-29,JONES GROUP INC,-,Equity,573571.64,0.0002472,573572.0,17681.0,48020T101,US48020T1016,2477152,32.44,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PPDI,IWV,2006-09-29,PHARMACEUTICAL PRODUCT DEVELOPMENT,-,Equity,570754.48,0.0002459799999999,570754.0,15992.0,717124101,US7171241018,2686646,35.69,United States,NASDAQ,USD,1.0,-,,
BEC,IWV,2006-09-29,BECKMAN COULTER INC.,-,Equity,570592.28,0.00024591,570592.0,9913.0,075811109,US0758111092,2087733,57.56,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CEB,IWV,2006-09-29,CEB INC,-,Equity,569849.58,0.00024559,569850.0,6338.0,21988R102,US21988R1023,2392385,89.91,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CDWC,IWV,2006-09-29,CDW CORPORATION,-,Equity,569183.04,0.0002453,569183.0,9228.0,12512N105,US12512N1054,2159676,61.68,United States,NASDAQ,USD,1.0,-,,
UNS1,IWV,2006-09-29,VIAVI SOLUTIONS INC,-,Equity,566566.14,0.00024418,566566.0,258706.0,-,US46612J5074,B1G2LW5,2.19,United States,Boerse Stuttgart,USD,1.0,-,,
RA.1,IWV,2006-09-29,RECKSON ASSOCIATES REALTY CORP.,-,Equity,564489.2,0.00024328,564489.0,13189.0,75621K106,-,2734943,42.8,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ES,IWV,2006-09-29,NORTHEAST UTILITIES,-,Equity,561388.75,0.00024195,561389.0,24125.0,664397106,US6643971061,2645108,23.27,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NST,IWV,2006-09-29,NSTAR,-,Equity,559814.16,0.00024127,559814.0,16781.0,67019E107,US67019E1073,2483450,33.36,United States,New York Stock Exchange Inc.,USD,1.0,-,,
EAS,IWV,2006-09-29,ENERGY EAST CORP.,-,Equity,555427.52,0.00023938,555428.0,23416.0,29266M109,US29266M1099,2243795,23.72,United States,New York Stock Exchange Inc.,USD,1.0,-,,
DADE,IWV,2006-09-29,DADE BEHRING HOLDINGS INC,-,Equity,554971.04,0.0002391799999999,554971.0,13819.0,23342J206,US23342J2069,2987275,40.16,United States,NASDAQ,USD,1.0,-,,
NVLS,IWV,2006-09-29,NOVELLUS SYSTEMS INC.,-,Equity,552895.75,0.00023829,552896.0,19989.0,670008101,US6700081010,2650748,27.66,United States,NASDAQ,USD,1.0,-,,
DEN,IWV,2006-09-29,DENBURY INC,-,Equity,544880.6,0.00023483,544881.0,18854.0,247916208,US2479162081,2418474,28.9,United States,-,USD,1.0,-,,
CKFR,IWV,2006-09-29,CHECKFREE CORP.,-,Equity,541787.84,0.0002334999999999,541788.0,13112.0,162813109,US1628131096,2163376,41.32,United States,NASDAQ,USD,1.0,-,,
BMS,IWV,2006-09-29,BEMIS INC,-,Equity,541105.62,0.0002332,541106.0,16467.0,081437105,US0814371052,2090173,32.86,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PXP,IWV,2006-09-29,PLAINS EXPLORATION & PRODUCTION CO,-,Equity,535216.43,0.00023067,535216.0,12473.0,726505100,US7265051000,2979249,42.91,United States,New York Stock Exchange Inc.,USD,1.0,-,,
LIFE,IWV,2006-09-29,LIFE TECHNOLOGIES CORP,-,Equity,535116.99,0.0002306199999999,535117.0,8439.0,53217V109,US53217V1098,2397186,63.41,United States,NASDAQ,USD,1.0,-,,
HPT,IWV,2006-09-29,HOSPITALITY PROPERTIES TRUST REIT,-,Equity,533690.4,0.00023001,533690.0,11307.0,44106M102,US44106M1027,2438966,47.2,United States,NASDAQ,USD,1.0,-,,
JEF,IWV,2006-09-29,JEFFERIES GROUP INC.,-,Equity,530727.0,0.00022873,530727.0,18622.0,472319102,US4723191023,2413275,28.5,United States,New York Stock Exchange Inc.,USD,1.0,-,,
LNCR,IWV,2006-09-29,LINCARE HOLDINGS INC.,-,Equity,525107.76,0.00022631,525108.0,15159.0,532791100,US5327911005,2515892,34.64,United States,NASDAQ,USD,1.0,-,,
XMSR,IWV,2006-09-29,XM SATELLITE RADIO HOLDINGS CL A,-,Equity,523166.43,0.00022547,523166.0,40587.0,983759101,US9837591018,2496395,12.89,United States,NASDAQ,USD,1.0,-,,
MIL.,IWV,2006-09-29,MILLIPORE CORP,-,Equity,517126.8,0.00022287,517127.0,8436.0,601073109,US6010731098,2594437,61.3,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TE,IWV,2006-09-29,TECO ENERGY INC,-,Equity,513226.1,0.00022119,513226.0,32794.0,872375100,US8723751009,2880255,15.65,United States,New York Stock Exchange Inc.,USD,1.0,-,,
LSI,IWV,2006-09-29,LSI CORP,-,Equity,512295.06,0.00022079,512295.0,62323.0,502161102,US5021611026,2498993,8.22,United States,NASDAQ,USD,1.0,-,,
ACF,IWV,2006-09-29,AMERICREDIT,-,Equity,512070.09,0.0002206899999999,512070.0,20491.0,03060R101,US03060R1014,2926104,24.99,United States,New York Stock Exchange Inc.,USD,1.0,-,,
UB,IWV,2006-09-29,UNIONBANCAL CORP.,-,Equity,512047.2,0.00022068,512047.0,8408.0,908906100,US9089061009,2165145,60.9,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SVM.Z,IWV,2006-09-29,SERVICEMASTER CO.,-,Equity,512016.75,0.0002206699999999,512017.0,45675.0,81760N109,US81760N1090,2136475,11.21,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HLTH,IWV,2006-09-29,EMDEON CORP,-,Equity,504782.97,0.00021755,504783.0,43107.0,290849108,US2908491085,-,11.71,United States,NASDAQ,USD,1.0,-,,
PL,IWV,2006-09-29,PROTECTIVE LIFE CORP.,-,Equity,502243.5,0.00021646,502244.0,10978.0,743674103,US7436741034,2705875,45.75,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CVD,IWV,2006-09-29,COVANCE INC.,-,Equity,500106.92,0.00021553,500107.0,7534.0,222816100,US2228161004,2229029,66.38,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NVE,IWV,2006-09-29,NV ENERGY INC.,-,Equity,499806.36,0.0002154,499806.0,34854.0,67073Y106,US67073Y1064,2443799,14.34,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MLNM,IWV,2006-09-29,MILLENNIUM PHARMACEUTICALS INC.,-,Equity,492077.26,0.00021207,492077.0,49455.0,599902103,US5999021034,2590770,9.95,United States,NASDAQ,USD,1.0,-,,
LZ,IWV,2006-09-29,LUBRIZOL CORP,-,Equity,491323.12,0.00021175,491323.0,10744.0,549271104,US5492711040,2537302,45.73,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CEN,IWV,2006-09-29,CERIDIAN CORP.,-,Equity,491293.92,0.0002117399999999,491294.0,21972.0,156779100,US1567791009,2745202,22.36,United States,New York Stock Exchange Inc.,USD,1.0,-,,
DPL,IWV,2006-09-29,DPL INC.,-,Equity,489434.64,0.00021093,489435.0,18047.0,233293109,US2332931094,2258904,27.12,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TSG,IWV,2006-09-29,SABRE HOLDINGS CORPORATION,-,Equity,487892.01,0.00021027,487892.0,20859.0,785905100,-,2786159,23.39,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CPS,IWV,2006-09-29,CHOICEPOINT INC.,-,Equity,483980.2,0.00020858,483980.0,13519.0,170388102,US1703881029,2041922,35.8,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BRE,IWV,2006-09-29,BRE PROPERTIES REIT INC,-,Equity,481304.34,0.00020743,481304.0,8058.0,05564E106,US05564E1064,2075426,59.73,United States,New York Stock Exchange Inc.,USD,1.0,-,,
QLG,IWV,2006-09-29,QLOGIC,-,Equity,479077.2,0.00020647,479077.0,25348.0,-,US7472771010,5643808,18.9,United States,Boerse Muenchen,USD,1.0,-,,
WL,IWV,2006-09-29,WILMINGTON TR,-,Equity,477486.9,0.00020579,477487.0,10718.0,971807102,US9718071023,2968537,44.55,United States,New York Stock Exchange Inc.,USD,1.0,-,,
FTO,IWV,2006-09-29,FRONTIER OIL,-,Equity,477111.0,0.00020562,477111.0,17950.0,35914P105,US35914P1057,2933847,26.58,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ANN,IWV,2006-09-29,ANN INC.,-,Equity,476994.7,0.00020557,476995.0,11395.0,035623107,US0356231078,2038537,41.86,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TNB,IWV,2006-09-29,THOMAS & BETTS CORP.,-,Equity,467701.13,0.00020157,467701.0,9803.0,884315102,US8843151023,2887900,47.71,United States,New York Stock Exchange Inc.,USD,1.0,-,,
DBD,IWV,2006-09-29,DIEBOLD NIXDORF INC,-,Equity,460808.58,0.0001986,460809.0,10586.0,253651103,US2536511031,2269229,43.53,United States,New York Stock Exchange Inc.,USD,1.0,-,,
OMX,IWV,2006-09-29,OFFICEMAX INC.,-,Equity,460117.56,0.0001983,460118.0,11294.0,67622P101,US67622P1012,2109002,40.74,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SLR,IWV,2006-09-29,SOLECTRON CORP.,-,Equity,457834.4,0.00019732,457834.0,140440.0,834182107,US8341821077,2820563,3.26,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HUBB,IWV,2006-09-29,HUBBELL INC,-,Equity,457588.7,0.00019721,457589.0,9553.0,443510201,US4435102011,2442291,47.9,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BNK,IWV,2006-09-29,TD BANKNORTH INC.,-,Equity,457228.16,0.00019705,457228.0,15832.0,87235A101,US87235A1016,B05Q2D9,28.88,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ENY,IWV,2006-09-29,CIMAREX ENERGY,-,Equity,456449.47,0.0001967199999999,456449.0,12971.0,171798101,US1717981013,B1BXSC2,35.19,United States,Deutsche Boerse Xetra,USD,1.0,-,,
CLE,IWV,2006-09-29,CLAIRES STORES INC.,-,Equity,453263.04,0.00019535,453263.0,15544.0,179584107,US1795841071,2329372,29.16,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SSCCQ,IWV,2006-09-29,SMURFIT-STONE CONTAINER,-,Equity,447720.0,0.00019296,447720.0,39975.0,832727101,US8327271016,2312071,11.2,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
TMA,IWV,2006-09-29,THORNBURG MORTGAGE INC.,-,Equity,447660.72,0.00019293,447661.0,17576.0,885218107,US8852181077,-,25.47,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GAS,IWV,2006-09-29,AGL RESOURCES INC.,-,Equity,446760.0,0.00019254,446760.0,12240.0,001204106,US0012041069,2060961,36.5,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TRZ,IWV,2006-09-29,TRIZEC PROPERTIES INC.,-,Equity,446312.58,0.0001923499999999,446313.0,15438.0,89687P107,US89687P1075,2892034,28.91,United States,New York Stock Exchange Inc.,USD,1.0,-,,
IFIN,IWV,2006-09-29,INVESTORS FINANCIAL SERVICES CORP.,-,Equity,444973.32,0.00019177,444973.0,10329.0,461915100,US4619151008,2475929,43.08,United States,NASDAQ,USD,1.0,-,,
PNP,IWV,2006-09-29,PAN PACIFIC RETAIL PROPERTIES INC,-,Equity,444912.78,0.00019175,444913.0,6409.0,69806L104,US69806L1044,2094410,69.42,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NXL.,IWV,2006-09-29,NEW PLAN EXCEL REALTY TRUST INC.,-,Equity,444458.55,0.00019155,444459.0,16431.0,648053106,US6480531069,2322092,27.05,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AW,IWV,2006-09-29,ALLIED WASTE INDUSTRIES INC.,-,Equity,441874.16,0.0001904399999999,441874.0,39208.0,019589308,US0195893088,2039831,11.27,United States,New York Stock Exchange Inc.,USD,1.0,-,,
RESP,IWV,2006-09-29,RESPIRONICS,-,Equity,440848.98,0.0001899999999999,440849.0,11418.0,761230101,US7612301017,2732549,38.61,United States,NASDAQ,USD,1.0,-,,
CYTC,IWV,2006-09-29,CYTYC CORPORATION,-,Equity,439758.72,0.00018953,439759.0,17964.0,232946103,US2329461030,2199155,24.48,United States,NASDAQ,USD,1.0,-,,
CYN,IWV,2006-09-29,CITY NATIONAL CORP,-,Equity,439444.18,0.00018939,439444.0,6553.0,178566105,US1785661059,2199111,67.06,United States,New York Stock Exchange Inc.,USD,1.0,-,,
STN.1,IWV,2006-09-29,STATION CASINOS INC.,-,Equity,439161.02,0.0001892699999999,439161.0,7594.0,857689103,US8576891035,2842556,57.83,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SVC,IWV,2006-09-29,SERVICE CORPORATION INTERNATIONAL,-,Equity,433964.42,0.00018703,433964.0,46463.0,817565104,US8175651046,B1C5399,9.34,United States,Deutsche Boerse Xetra,USD,1.0,-,,
RHDCQ,IWV,2006-09-29,RH DONNELLY CO,-,Equity,425527.58,0.00018339,425528.0,8044.0,74955W307,US74955W3079,2288752,52.9,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
VAL,IWV,2006-09-29,VALSPAR CORP,-,Equity,424695.6,0.00018303,424696.0,15966.0,920355104,US9203551042,2926739,26.6,United States,New York Stock Exchange Inc.,USD,1.0,-,,
IDMCQ,IWV,2006-09-29,INDYMAC BANCORP INC.,-,Equity,423659.88,0.00018259,423660.0,10293.0,456607100,US4566071001,2227250,41.16,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
LCC,IWV,2006-09-29,US AIRWAYS GROUP INC.,-,Equity,423617.48,0.0001825699999999,423617.0,9556.0,90341W108,US90341W1080,B0LGKM8,44.33,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BOL,IWV,2006-09-29,BAUSCH & LOMB INC.,-,Equity,422295.12,0.000182,422295.0,8424.0,071707103,US0717071031,2084637,50.13,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SFD,IWV,2006-09-29,SMITHFIELD FOODS INC.,-,Equity,419539.54,0.00018081,419540.0,15527.0,832248108,US8322481081,2816238,27.02,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AMH,IWV,2006-09-29,AMERUS GROUP CO.,-,Equity,414588.96,0.00017868,414589.0,6096.0,03072M108,US03072M1080,2631497,68.01,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PSD,IWV,2006-09-29,PUGET ENERGY INC.,-,Equity,414299.71,0.00017855,414300.0,18227.0,745310102,US7453101021,2701884,22.73,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SUG,IWV,2006-09-29,SOUTHERN UNION,-,Equity,413554.17,0.0001782299999999,413554.0,15659.0,844030106,US8440301062,2831844,26.41,United States,New York Stock Exchange Inc.,USD,1.0,-,,
RSHCQ,IWV,2006-09-29,RS LEGACY CORP,-,Equity,410260.1,0.0001768099999999,410260.0,21257.0,750438103,US7504381036,2871505,19.3,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
GYI,IWV,2006-09-29,GETTY IMAGES INC.,-,Equity,405686.88,0.00017484,405687.0,8166.0,374276103,US3742761030,2150107,49.68,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SKYF.,IWV,2006-09-29,SKY FINANCIAL GROUP,-,Equity,394067.4,0.00016983,394067.0,15826.0,83080P103,-,2040521,24.9,United States,NASDAQ,USD,1.0,-,,
IRF,IWV,2006-09-29,INTERNATIONAL RECTIFIER CORP.,-,Equity,391671.28,0.0001687999999999,391671.0,11242.0,460254105,US4602541058,2465384,34.84,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CAL,IWV,2006-09-29,CONTINENTAL AIRLINES B,-,Equity,390111.8,0.00016813,390112.0,13780.0,210795308,US2107953083,2220527,28.31,United States,New York Stock Exchange Inc.,USD,1.0,-,,
REY,IWV,2006-09-29,THE REYNOLDS AND REYNOLDS COMPANY,-,Equity,389252.52,0.0001677599999999,389253.0,9852.0,761695105,US7616951056,2733586,39.51,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GXP,IWV,2006-09-29,GREAT PLAINS ENERGY INC,-,Equity,387377.76,0.00016695,387378.0,12488.0,391164100,US3911641005,2483706,31.02,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SFG,IWV,2006-09-29,STANCORP FINANCIAL GROUP INC.,-,Equity,383416.33,0.00016524,383416.0,8591.0,852891100,US8528911006,2409575,44.63,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NVT,IWV,2006-09-29,NAVTEQ CORPORATION,-,Equity,380866.57,0.00016414,380867.0,14587.0,63936L100,US63936L1008,B02FSB9,26.11,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TEK,IWV,2006-09-29,TEKTRONIX INC.,-,Equity,380198.06,0.00016386,380198.0,13142.0,879131100,US8791311009,2880501,28.93,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GPRO,IWV,2006-09-29,GEN-PROBE INC.,-,Equity,379855.89,0.00016371,379856.0,8101.0,36866T103,US36866T1034,2971580,46.89,United States,NASDAQ,USD,1.0,-,,
CSE,IWV,2006-09-29,CAPITALSOURCE INC,-,Equity,378805.22,0.00016326,378805.0,14671.0,14055X102,US14055X1028,2930246,25.82,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MVK,IWV,2006-09-29,MAVERICK TUBE CORPORATION,-,Equity,376532.64,0.00016228,376533.0,5808.0,577914104,US5779141044,2573577,64.83,United States,New York Stock Exchange Inc.,USD,1.0,-,,
WMG,IWV,2006-09-29,WARNER MUSIC GROUP CORP.,-,Equity,376067.4,0.00016208,376067.0,14492.0,934550104,US9345501046,B08FJY3,25.95,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PPP.3,IWV,2006-09-29,POGO PRODUCING CO.,-,Equity,372849.75,0.00016069,372850.0,9105.0,730448107,US7304481077,2692740,40.95,United States,New York Stock Exchange Inc.,USD,1.0,-,,
EYE,IWV,2006-09-29,ADVANCED MEDICAL OPTICS,-,Equity,371018.5,0.0001599,371019.0,9381.0,00763M108,US00763M1080,2953298,39.55,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NFS,IWV,2006-09-29,NATIONWIDE FINANCIAL SERVICES INC.,-,Equity,369744.7,0.00015935,369745.0,7687.0,638612101,US6386121015,2623665,48.1,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SKS,IWV,2006-09-29,SAKS INC.,-,Equity,369480.96,0.00015924,369481.0,21382.0,79377W108,US79377W1080,2704786,17.28,United States,New York Stock Exchange Inc.,USD,1.0,-,,
WTNY,IWV,2006-09-29,WHITNEY HOLDING CORP,-,Equity,369110.67,0.0001590799999999,369111.0,10319.0,966612103,US9666121036,2963424,35.77,United States,NASDAQ,USD,1.0,-,,
VTS,IWV,2006-09-29,VERITAS DGC INC.,-,Equity,367538.88,0.0001584,367539.0,5584.0,92343P107,US92343P1075,2269843,65.82,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CYT,IWV,2006-09-29,CYTEC INDUSTRIES INC,-,Equity,360334.38,0.0001553,360334.0,6482.0,232820100,US2328201007,2242952,55.59,United States,New York Stock Exchange Inc.,USD,1.0,-,,
FCS,IWV,2006-09-29,FAIRCHILD SEMICONDUCTOR INTERNATIO,-,Equity,357282.2,0.00015398,357282.0,19106.0,303726103,US3037261035,2444479,18.7,United States,NASDAQ,USD,1.0,-,,
LI,IWV,2006-09-29,LAIDLAW INTL,-,Equity,355153.35,0.00015306,355153.0,12995.0,50730R102,US50730R1023,2719586,27.33,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TBH,IWV,2006-09-29,TELEFLEX INC,-,Equity,351644.8,0.00015155,351645.0,6320.0,879369106,US8793691069,B012RJ2,55.64,United States,Xetra,USD,1.0,-,,
PHLY,IWV,2006-09-29,PHILADELPHIA CONS HLDG,-,Equity,343977.66,0.00014825,343978.0,8647.0,717528103,US7175281036,2702092,39.78,United States,NASDAQ,USD,1.0,-,,
CLP,IWV,2006-09-29,COLONIAL PROPERTIES TRUST REIT,-,Equity,343610.48,0.00014809,343610.0,7187.0,195872106,US1958721060,2209117,47.81,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SY,IWV,2006-09-29,SYBASE INC,-,Equity,342632.4,0.00014767,342632.0,14135.0,871130100,US8711301007,2867753,24.24,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CNW,IWV,2006-09-29,CON-WAY INC.,-,Equity,340273.44,0.00014665,340273.0,7592.0,205944101,US2059441012,2217228,44.82,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NHP,IWV,2006-09-29,NATIONWIDE HEALTH PROPERTIES INC.,-,Equity,337512.28,0.00014546,337512.0,12622.0,638620104,US6386201049,2095361,26.74,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PLCM,IWV,2006-09-29,POLYCOM INC.,-,Equity,336281.77,0.00014493,336282.0,13709.0,73172K104,US73172K1043,2693420,24.53,United States,NASDAQ,USD,1.0,-,,
THE,IWV,2006-09-29,TODCO,-,Equity,336069.8,0.00014484,336070.0,9713.0,88889T107,US88889T1079,2350521,34.6,United States,New York Stock Exchange Inc.,USD,1.0,-,,
RAMP,IWV,2006-09-29,ACXIOM HOLDINGS INC,-,Equity,336066.48,0.00014484,336066.0,13628.0,005125109,US0051251090,2159773,24.66,United States,New York Stock Exchange Inc.,USD,1.0,-,,
OSIP,IWV,2006-09-29,OSI PHARMACEUTICALS,-,Equity,335593.26,0.00014463,335593.0,8942.0,671040103,US6710401034,2659585,37.53,United States,NASDAQ,USD,1.0,-,,
TEG,IWV,2006-09-29,INTEGRYS ENERGY GROUP INC.,-,Equity,335300.28,0.00014451,335300.0,6756.0,45822P105,US45822P1057,2982098,49.63,United States,New York Stock Exchange Inc.,USD,1.0,-,,
LEAP,IWV,2006-09-29,LEAP WIRELESS INTERNATIONAL INC,-,Equity,334193.08,0.00014403,334193.0,6892.0,521863308,US5218633080,B02L895,48.49,United States,NASDAQ,USD,1.0,-,,
